Unnamed: 0,long_name,short_name,geolocation,is_goverment,rating,logo,website,phone_admission,phone_general,email_general,email_admission,comment
159,Севастопольский государственный университет,СевГУ,Республика Крым и Севастополь,1,6,https://tabiturient.ru/logovuz/sevsu.png,https://welcome.sevsu.ru/,[],[],['welcome@sevsu.ru'],[],
160,Севастопольский филиал Российского экономического университета имени Г.В. Плеханова,Севастопольский филиал РЭУ им. Плеханова,Республика Крым и Севастополь,1,-1,https://tabiturient.ru/logovuz/reu.png,https://sevastopol.rea.ru/,['+7 (495) 958-27-43'],['8 (800) 222-55-71'],[],['rector@rea.ru'],
161,Северный институт (филиал) Всероссийского государственного университета юстиции (РПА Минюста России),Северный институт ВГУЮ,Республика Карелия,1,-1,https://tabiturient.ru/logovuz/rpa.png,https://ptz.rpa-mu.ru/,"["" 8 (921) 800-73-55""]","[""baskov-16@mail.ru""]",[],"[""priemsfrpa@mail.ru""]",
162,Северо-Западный институт - филиал Университета имени О. Е. Кутафина (МГЮА),Северо-Западный филиал Университета им. Кутафина (МГЮА),Вологодская область,1,-1,https://tabiturient.ru/logovuz/mgua.png,https://vfmgua.ru/,"['8172) 56-51-71', '8 800 201-74-04']",['8172) 56-51-71'],['mgua35@mail.ru'],['mgua35@mail.ru'],
163,Северо-Кавказский институт (филиал) Всероссийского государственного университета юстиции (РПА Минюста России),Северо-Кавказский институт ВГУЮ,Республика Дагестан,1,-1,https://tabiturient.ru/logovuz/rpa.png,https://mkala.rpa-mu.ru/i,[],[],[],[],
164,Северо-Кавказский институт - филиал Российской академии народного хозяйства и государственной службы при Президенте Российской Федерации,Северо-Кавказский институт РАНХиГС,Ставропольский край,1,-1,https://tabiturient.ru/logovuz/ski_ranepa.png,https://ski.ranepa.ru/,[],[],[],[],
165,Северо-Кавказский филиал Белгородского государственного технического университета им. Шухова,Северо-Кавказский филиал БГТУ им. Шухова,Ставропольский край,1,-1,https://tabiturient.ru/logovuz/bstu.png,http://skf-bgtu.ru/,[],[],"['skf-bgtu-prk@mail.ru', 'kurbatov_bgtu@list.ru']",['skf-bgtu-prk@mail.ru'],
166,Сергиево-Посадский филиал Всероссийского государственного института кинематографии им. С.А. Герасимова,Сергиево-Посадский филиал ВГИК,Москва и Московская область,1,-1,https://tabiturient.ru/logovuz/vgik.png,https://vgiksp.ru/,[],['8 (496) 542-58-00'],['sp-kvtk@yandex.ru'],[],
167,Сибирский государственный автомобильно-дорожный университет,СибАДИ,Омская область,1,5,https://tabiturient.ru/logovuz/sibadi.png,https://sibadi.org/,"['8 (3812) 65-98-81', '8 (3812) 90-94-59']",['8 (3812) 90-94-59'],['info@sibadi.org'],"['priem_kom@sibadi.org', 'info@sibadi.org']",
168,Сибирский государственный индустриальный университет,СибГИУ,Кемеровская область,1,5,https://tabiturient.ru/logovuz/sibsiu.png,https://www.sibsiu.ru/,['+7(3843)77-79-79'],[],[],['rector@sibsiu.ru'],
169,Сибирский государственный медицинский университет,СибГМУ,Томская область,1,9,https://tabiturient.ru/logovuz/ssmu.png,https://www.ssmu.ru/,['8 (800) 250-54-43'],[],[],"['rector@ssmu.ru', 'pk_ssmu@ssmu.ru']",
170,Сибирский государственный университет науки и технологий имени академика М.Ф. Решетнева,СибГУ им. М.Ф. Решетнева,Красноярский край,1,5,https://tabiturient.ru/logovuz/sibsau.png,https://www.sibsau.ru/page/home/,['+7 (391) 264-00-14'],[],[],['info@sibsau.ru'],
171,Сибирский государственный университет телекоммуникаций и информатики,СибГУТИ,Новосибирская область,1,5,https://tabiturient.ru/logovuz/sibsutis.png,https://www.sibsutis.ru/,['8\xa0\n\t\t\t (383) 269-82-29'],[],['rectorat@sibsutis.ru'],['prikom@sibsutis.ru'],
172,Сибирский государственный университет физической культуры и спорта,СибГУФК,Омская область,1,3,https://tabiturient.ru/logovuz/sibsport.png,http://www.sibsport.ru/,[],['8 (3812) 36-64-13'],['rector@sibgufk.ru'],[],
173,Сибирский институт управления - филиал Российской академии народного хозяйства и государственной службы при Президенте Российской Федерации,Сибирский институт управления РАНХиГС,Новосибирская область,1,-1,https://tabiturient.ru/logovuz/siu_ranepa.png,https://siu.ranepa.ru/,[],[],[],[],
174,Сибирский казачий государственный институт пищевых технологий и бизнеса - филиал Московского государственного университета технологий и управления им. К.Г. Разумовского,Сибирский казачий институт технологий и управления МГУТУ,Омская область,1,-1,https://tabiturient.ru/logovuz/mgutu.png,https://skitu.ru,"['8 (3812) 36-25-86', '+7 (3812) 36-25-86']",['8 (3812) 36-25-86'],[],[],
