long_name,short_name,geolocation,is_goverment,rating,logo,website,phone_admission,phone_general,email_general,email_admission,army,comment,obsh
Санкт-Петербургский политехнический университет Петра Великого,СПбПУ Петра Великого,Санкт-Петербург и Ленинградская область,1,10,https://tabiturient.ru/logovuz/spbstu.png,http://www.spbstu.ru/,[],['+7 (812) 775-05-30'],['office@spbstu.ru'],[],True,,True
Северский технологический институт (филиал) Национального исследовательского ядерного университета МИФИ,СТИ НИЯУ МИФИ,Томская область,1,-1,https://tabiturient.ru/logovuz/ssti.png,http://www.ssti.ru/,[],[],[],[],False,,True
Снежинский физико-технический институт (филиал) Национального исследовательского ядерного университета МИФИ,СФТИ НИЯУ МИФИ,Челябинская область,1,-1,https://tabiturient.ru/logovuz/sphti.png,https://www.sphti.ru/,[],[],[],[],False,,True
Сибирский федеральный университет,СФУ,Красноярский край,1,8,https://tabiturient.ru/logovuz/sfu.png,http://www.sfu-kras.ru,"['+7 (391) 206-22-22', '+7 (800) 550-22-24']",[],[],[],False,,True
Самарский государственный медицинский университет,СамГМУ,Самарская область,1,8,https://tabiturient.ru/logovuz/samsmu.png,http://www.samsmu.ru/,[],[],[],[],False,,True
Самарский государственный технический университет,СамГТУ,Самарская область,1,5,https://tabiturient.ru/logovuz/samgtu.png,https://samgtu.ru/,"['+7 (800) 302-17-71', '8 (846) 278-43-11']",['8 (846) 278-43-11'],['rector@samgtu.ru'],['rector@samgtu.ru'],True,,True
Самарский государственный университет путей сообщения,СамГУПС,Самарская область,1,3,https://tabiturient.ru/logovuz/samgups.png,https://www.samgups.ru/,['8(800)775-23-25'],[],[],['rektorat@samgups.ru'],True,,True
Самарский государственный аграрный университет,Самарский ГАУ,Самарская область,1,3,https://tabiturient.ru/logovuz/ssaa.png,http://www.ssaa.ru/,[],[],[],[],False,,True
Самарский национальный исследовательский университет имени академика С. П. Королёва,Самарский университет (СНИУ),Самарская область,1,7,https://tabiturient.ru/logovuz/ssau.png,https://ssau.ru/,['8 (800) 550-34-35'],[],[],['priem@ssau.ru'],False,,True
Самарский филиал Волжского государственного университета водного транспорта,Самарский филиал ВГУВТ,Самарская область,1,-1,https://tabiturient.ru/logovuz/vsuwt.png,http://samara.vsuwt.ru/,[],[],[],[],False,,False
Самарский филиал Московского Городского Педагогического Университета,Самарский филиал МГПУ,Самарская область,1,-1,https://tabiturient.ru/logovuz/mgpu.png,https://samara.mgpu.ru/,"['891011121314', '+7 (846) 989-14-35']",[],[],['priem_samara@mgpu.ru'],False,,False
Санкт-Петербургский институт (филиал) Всероссийского государственного университета юстиции (РПА Минюста России),Санкт-Петербургский инсититут ВГУЮ,Санкт-Петербург и Ленинградская область,1,-1,https://tabiturient.ru/logovuz/rpa.png,https://spb.rpa-mu.ru/,"[""8 (812) 677-97-64 (доб. 400)""]","[""baskov-16@mail.ru""]",[],"[""""]",False,,False
Санкт-Петербургский филиал Российской таможенной академии,Санкт-Петербургский филиал РТА,Санкт-Петербург и Ленинградская область,1,-1,https://tabiturient.ru/logovuz/rta.png,https://spbrta.customs.gov.ru,[],"['8 (812) 706-12-19', '+7 (812) 706-12-19', '8 (812) 706-12-00']",['pk@spbrta.ru'],[],False,,False
Санкт-Петербургский филиал Финансового Университета при Правительстве Российской Федерации,Санкт-Петербургский филиал ФУ при Правительстве РФ,Санкт-Петербург и Ленинградская область,1,-1,https://tabiturient.ru/logovuz/fu.png,http://www.fa.ru/fil/spb/,[],[],[],[],False,,False
Саровский физико-технический институт (филиал) Национального исследовательского ядерного университета МИФИ,СарФТИ НИЯУ МИФИ,Нижегородская область,1,-1,https://tabiturient.ru/logovuz/sarfti.png,https://sarfti.ru/,[],[],[],['support@sarfti.ru'],False,,True
Сарапульский политехнический институт (филиал) Ижевского государственного технического университета имени М. Т. Калашникова,Сарапульский политехнический институт ИжГТУ им. М.Т. Калашникова,Удмуртская Республика,1,-1,https://tabiturient.ru/logovuz/izstu.png,https://politehvpo.ru/,[],[],['inbox@politehvpo.ru'],[],False,,False
Сахалинский государственный университет,СахГУ,Сахалинская область,1,3,https://tabiturient.ru/logovuz/sakhgu.png,http://sakhgu.ru/,[],[],[],[],False,,True
